,VALUE,geometry,x,y,NN,NN_dist,travel_time_to_closest_facility
34,185.62536621,POINT (69.46213259147625 41.40641685788104),69.46213259147625,41.40641685788104,4202418377,0.0005355114551954668,30.611520000000002
35,185.62536621,POINT (69.4640241963923 41.40641685788104),69.4640241963923,41.40641685788104,581102580,0.00097936972383391,53.83746
36,156.24208069,POINT (69.46591580130836 41.40641685788104),69.46591580130836,41.40641685788104,1133522669,0.0004156348647050866,66.9195
37,54.99842834,POINT (69.46780740622441 41.40641685788104),69.46780740622441,41.40641685788104,2083126937,0.000692101884879779,156.35682
38,54.99842834,POINT (69.46969901114046 41.40641685788104),69.46969901114046,41.40641685788104,4574589914,0.0007573416697071796,131.04468
39,112.45316315,POINT (69.43186691281939 41.40452525296499),69.43186691281939,41.40452525296499,2086742993,0.00031525906554061956,325.53245999999996
40,101.10720825,POINT (69.44321654231571 41.40452525296499),69.44321654231571,41.40452525296499,5886769081,0.0007749025544224959,179.25966
41,101.10720825,POINT (69.44510814723176 41.40452525296499),69.44510814723176,41.40452525296499,2080836169,0.0004810554516224372,174.19176000000002
42,9.80277157,POINT (69.45456617181203 41.40452525296499),69.45456617181203,41.40452525296499,2080925873,0.0005727339811637091,54.665400000000005
43,9.80277157,POINT (69.45645777672809 41.40452525296499),69.45645777672809,41.40452525296499,2080836181,0.0007999436254392858,22.36302
44,26.30425644,POINT (69.45834938164414 41.40452525296499),69.45834938164414,41.40452525296499,2080836117,0.0004927530401638623,0.0
45,185.62536621,POINT (69.46024098656019 41.40452525296499),69.4602409865602,41.40452525296499,4574558468,0.001009175064189903,25.723800000000004
46,185.62536621,POINT (69.46213259147625 41.40452525296499),69.46213259147625,41.40452525296499,1886387315,0.00016555780201216177,31.56102
47,156.24208069,POINT (69.4640241963923 41.40452525296499),69.4640241963923,41.40452525296499,2083126865,0.0016288096433589312,78.38532000000001
48,93.82722473,POINT (69.4640241963923 41.40263364804893),69.4640241963923,41.40263364804893,2083126865,0.0008998055043617051,78.38532000000001
49,156.24208069,POINT (69.46591580130836 41.40452525296499),69.46591580130836,41.40452525296499,2083126897,0.0008307611793649445,137.35422
50,54.99842834,POINT (69.46780740622441 41.40452525296499),69.46780740622441,41.40452525296499,1132515392,0.0009065869666048888,272.22245999999996
51,88.03505707,POINT (69.43375851773544 41.40263364804893),69.43375851773544,41.40263364804893,4709301986,0.0005212968583543818,277.25201999999996
52,132.4957428,POINT (69.44132493739966 41.40263364804893),69.44132493739966,41.40263364804893,1132474257,0.00034021790719352795,212.7831
53,132.4957428,POINT (69.44321654231571 41.40263364804893),69.44321654231571,41.40263364804893,1132474571,0.00146726021796749,201.64092
54,107.07247925,POINT (69.44510814723176 41.40263364804893),69.44510814723176,41.40263364804893,1132474310,0.0009700118601720293,153.98718
55,82.56327057,POINT (69.44699975214782 41.40263364804893),69.44699975214782,41.40263364804893,4202527641,0.0005075093549078298,126.92952
56,82.56327057,POINT (69.44889135706387 41.40263364804893),69.44889135706387,41.40263364804893,1132474428,0.0008802310809484123,87.20657999999999
57,245.67524719,POINT (69.44889135706387 41.40074204313288),69.44889135706387,41.40074204313288,1132474428,0.0010339090873137042,87.20657999999999
58,134.26063538,POINT (69.45078296197993 41.40263364804893),69.45078296197993,41.40263364804893,4574558616,8.616236641641895e-05,82.28952
59,134.26063538,POINT (69.45267456689598 41.40263364804893),69.45267456689598,41.40263364804893,2080836101,0.0004522258706576632,0.0
60,29.52845764,POINT (69.45456617181203 41.40263364804893),69.45456617181203,41.40263364804893,2080836091,0.0004377098414225589,35.047799999999995
61,124.62474823,POINT (69.45645777672809 41.40263364804893),69.45645777672809,41.40263364804893,2083126859,0.00019950230514755908,49.73255999999999
62,124.62474823,POINT (69.45834938164414 41.40263364804893),69.45834938164414,41.40263364804893,2080836107,0.0008192797356206635,17.659619999999997
63,143.58283997,POINT (69.46024098656019 41.40263364804893),69.4602409865602,41.40263364804893,2083126857,0.0006280089761444993,104.00760000000001
64,93.82722473,POINT (69.46213259147625 41.40263364804893),69.46213259147625,41.40263364804893,4709301979,0.0011126220306450529,123.58314000000001
65,161.14154053,POINT (69.42808370298728 41.40074204313288),69.42808370298728,41.40074204313288,1222862094,0.00048824753834310846,374.09124
66,161.14154053,POINT (69.42997530790333 41.40074204313288),69.42997530790333,41.40074204313288,2080836046,0.0007056824503030097,324.84846
67,106.30226898,POINT (69.43186691281939 41.40074204313288),69.43186691281939,41.40074204313288,2080836060,0.0007685896258956663,294.11292
68,155.68083191,POINT (69.43375851773544 41.40074204313288),69.43375851773544,41.40074204313288,1132474312,0.0010482541978324889,286.06674
69,155.68083191,POINT (69.4356501226515 41.40074204313288),69.4356501226515,41.40074204313288,1132474544,0.00023908622527648652,244.32905999999997
70,66.20710754,POINT (69.43754172756755 41.40074204313288),69.43754172756755,41.40074204313288,1132474410,0.0009623958264253888,222.2265
71,66.20710754,POINT (69.4394333324836 41.40074204313288),69.4394333324836,41.40074204313288,1132474533,0.0009376148042144482,276.12012
72,64.5752182,POINT (69.44132493739966 41.40074204313288),69.44132493739966,41.40074204313288,1132474401,0.0006819360685230252,264.37446
73,205.02018738,POINT (69.44321654231571 41.40074204313288),69.44321654231571,41.40074204313288,5886769083,0.00028342186888019393,164.70288
74,205.02018738,POINT (69.44510814723176 41.40074204313288),69.44510814723176,41.40074204313288,579972793,0.0006955356506555406,119.16282
75,192.11958313,POINT (69.44699975214782 41.40074204313288),69.44699975214782,41.40074204313288,5886769079,0.0005193277448750508,108.84978
76,245.67524719,POINT (69.45078296197993 41.40074204313288),69.45078296197993,41.40074204313288,2083126834,0.00040034166952644256,153.36467999999996
77,157.04710388,POINT (69.45267456689598 41.40074204313288),69.45267456689598,41.40074204313288,2083126835,0.0007222170197444337,177.98219999999998
78,85.70857239,POINT (69.4356501226515 41.39885043821683),69.4356501226515,41.398850438216826,2080836047,0.0014556488076073494,249.49445999999998
79,85.70857239,POINT (69.43754172756755 41.39885043821683),69.43754172756755,41.398850438216826,2080836019,0.00022576376062638452,207.65514
80,203.2870636,POINT (69.4394333324836 41.39885043821683),69.4394333324836,41.398850438216826,613616548,0.0015811960306247202,204.20729999999998
81,178.86480713,POINT (69.44132493739966 41.39885043821683),69.44132493739966,41.398850438216826,4202633163,0.0003253429654463751,185.3286
82,178.86480713,POINT (69.44321654231571 41.39885043821683),69.44321654231571,41.398850438216826,4202633164,0.00027948762673736657,162.44933999999998
83,117.67550659,POINT (69.44510814723176 41.39885043821683),69.44510814723176,41.398850438216826,4709281236,0.0007058836015351472,135.83334
84,117.67550659,POINT (69.44699975214782 41.39885043821683),69.44699975214782,41.398850438216826,4709281234,0.001161858429454598,136.64118
85,128.037323,POINT (69.23135679171769 41.39695883330077),69.23135679171769,41.39695883330077,1236229231,0.000841878519531248,351.23465571428574
86,128.037323,POINT (69.23324839663374 41.39695883330077),69.23324839663374,41.39695883330077,1196446707,0.0003057712051057365,317.7065957142857
87,36.18169403,POINT (69.23514000154979 41.39695883330077),69.2351400015498,41.39695883330077,4362293849,0.0007781458260161436,320.9778257142857
88,36.18169403,POINT (69.23703160646585 41.39695883330077),69.23703160646585,41.39695883330077,7120544929,0.00014160958569631762,335.8299857142857
89,39.19599152,POINT (69.2389232113819 41.39695883330077),69.2389232113819,41.39695883330077,7120544925,0.001033629003908361,293.6470842857143
90,29.0838623,POINT (69.24081481629796 41.39695883330077),69.24081481629796,41.39695883330077,4362293847,0.00028612117490841264,311.40372
91,29.0838623,POINT (69.24270642121401 41.39695883330077),69.24270642121401,41.39695883330077,4362293851,0.0010516035855634859,277.18640571428574
92,165.87286377,POINT (69.24459802613006 41.39695883330077),69.24459802613006,41.39695883330077,1636175477,0.000391618050749248,232.16549999999998
93,161.81437683,POINT (69.24648963104612 41.39695883330077),69.24648963104612,41.39695883330077,1636175483,0.001008065918069778,243.78125999999997
94,161.81437683,POINT (69.24838123596217 41.39695883330077),69.24838123596217,41.39695883330077,1636175479,0.00044997377361239116,301.39008
95,236.39596558,POINT (69.25027284087822 41.39695883330077),69.25027284087822,41.39695883330077,1217359541,0.0007632961819611643,144.47904
96,269.27359009,POINT (69.25216444579428 41.39695883330077),69.25216444579428,41.39695883330077,1217359662,0.00033981128473733926,142.36248
97,269.27359009,POINT (69.25405605071033 41.39695883330077),69.25405605071033,41.39695883330077,1636182166,0.00038409572356555793,234.41718
98,255.21537781,POINT (69.25594765562639 41.39695883330077),69.25594765562639,41.39695883330077,1217359702,0.0003716247628706549,199.2135
99,255.21537781,POINT (69.25783926054244 41.39695883330077),69.25783926054244,41.39695883330077,1636182173,0.0012648681335110533,215.69718
100,214.02684021,POINT (69.25973086545849 41.39695883330077),69.2597308654585,41.39695883330077,1217359712,0.00034513739250029927,265.3401
101,274.64144897,POINT (69.26162247037455 41.39695883330077),69.26162247037455,41.39695883330077,330211766,0.0006243926949435247,116.06148
102,274.64144897,POINT (69.2635140752906 41.39695883330077),69.2635140752906,41.39695883330077,1236199479,0.00033537596233906586,212.53106999999997
103,183.06550598,POINT (69.22757358188558 41.39506722838472),69.22757358188558,41.39506722838472,1217288557,0.0010473290073532528,251.2585157142857
104,183.06550598,POINT (69.22946518680163 41.39506722838472),69.22946518680163,41.39506722838472,1636166670,0.00037511219875823994,248.8967357142857
105,52.75470734,POINT (69.23135679171769 41.39506722838472),69.23135679171769,41.39506722838472,7120544918,0.0013735706597068497,305.98697571428573
106,175.99125671,POINT (69.23324839663374 41.39506722838472),69.23324839663374,41.39506722838472,1196446712,0.0011771747891274314,351.0409757142857
107,175.99125671,POINT (69.23514000154979 41.39506722838472),69.2351400015498,41.39506722838472,4362293837,0.0004710776360015917,354.5994
108,27.62648964,POINT (69.23703160646585 41.39506722838472),69.23703160646585,41.39506722838472,4362293842,0.0013269798624304602,320.92697999999996
109,27.62648964,POINT (69.2389232113819 41.39506722838472),69.2389232113819,41.39506722838472,4362293838,0.0005805892403469848,312.73967999999996
110,45.38941574,POINT (69.24081481629796 41.39506722838472),69.24081481629796,41.39506722838472,4362293839,9.031964899769627e-05,276.40596
111,86.92269897,POINT (69.24270642121401 41.39506722838472),69.24270642121401,41.39506722838472,7120544889,0.000986846428373828,219.63461999999998
112,86.92269897,POINT (69.24459802613006 41.39506722838472),69.24459802613006,41.39506722838472,1217359490,0.0003934533288148845,176.60291999999998
113,204.22622681,POINT (69.24648963104612 41.39506722838472),69.24648963104612,41.39506722838472,1217359517,0.0005494221552783397,242.28419999999997
114,227.11863708,POINT (69.24838123596217 41.39506722838472),69.24838123596217,41.39506722838472,1217359496,0.0008485538302396374,114.71099999999998
115,227.11863708,POINT (69.25027284087822 41.39506722838472),69.25027284087822,41.39506722838472,1636190770,0.00018881766925236263,109.15079999999999
116,198.75836182,POINT (69.25216444579428 41.39506722838472),69.25216444579428,41.39506722838472,1636190786,0.00042619489708016457,136.73561999999998
117,255.22865295,POINT (69.25405605071033 41.39506722838472),69.25405605071033,41.39506722838472,1563456917,0.0009425491628267822,162.40992
118,255.22865295,POINT (69.25594765562639 41.39506722838472),69.25594765562639,41.39506722838472,1636182153,0.0012155833649832818,214.73688
119,233.19306946,POINT (69.25783926054244 41.39506722838472),69.25783926054244,41.39506722838472,1217362112,0.0005592467506573567,169.32762
120,233.19306946,POINT (69.25973086545849 41.39506722838472),69.2597308654585,41.39506722838472,1217362109,0.001093069196521444,130.69422
121,259.3085022,POINT (69.26162247037455 41.39506722838472),69.26162247037455,41.39506722838472,1217362109,0.0008219625909218798,130.69422
122,204.47991943,POINT (69.2635140752906 41.39506722838472),69.2635140752906,41.39506722838472,1636182144,0.0008719864789397329,172.51029
123,204.47991943,POINT (69.26540568020665 41.39506722838472),69.26540568020665,41.39506722838472,1171691858,0.0007375182234833781,148.93947
124,173.49960327,POINT (69.26729728512271 41.39506722838472),69.26729728512271,41.39506722838472,1563449203,0.0011565342975799222,154.35714000000002
125,272.22250366,POINT (69.22757358188558 41.39317562346866),69.22757358188558,41.393175623468665,4082314012,0.0005443042389471129,245.1644357142857
126,187.15510559,POINT (69.22946518680163 41.39317562346866),69.22946518680163,41.393175623468665,1217288572,0.00015525031350881456,280.1558957142857
127,187.15510559,POINT (69.23135679171769 41.39317562346866),69.23135679171769,41.393175623468665,1196446637,0.0003560650932173558,323.5898957142857
128,93.51013947,POINT (69.23324839663374 41.39317562346866),69.23324839663374,41.393175623468665,4231227060,0.00021654028657490862,338.63646
129,6.78386879,POINT (69.23514000154979 41.39317562346866),69.2351400015498,41.393175623468665,1636169385,0.0007126190645106767,332.05998
130,6.78386879,POINT (69.23703160646585 41.39317562346866),69.23703160646585,41.393175623468665,4362293820,0.00035050080210683593,311.37762
131,46.37005997,POINT (69.2389232113819 41.39317562346866),69.2389232113819,41.393175623468665,7120544904,0.00047821966180517544,311.91581999999994
132,19.51753807,POINT (69.24081481629796 41.39317562346866),69.24081481629796,41.393175623468665,1636169414,0.00021819258185755525,254.18658
133,19.51753807,POINT (69.24270642121401 41.39317562346866),69.24270642121401,41.393175623468665,4362293817,0.0005922301683239563,227.76294000000001
134,274.37942505,POINT (69.24459802613006 41.39317562346866),69.24459802613006,41.393175623468665,1217359428,0.00038950887789112703,190.12709999999998
135,274.37942505,POINT (69.24648963104612 41.39317562346866),69.24648963104612,41.393175623468665,1217359469,0.00032275627449577653,127.17744000000002
136,271.82797241,POINT (69.24838123596217 41.39317562346866),69.24838123596217,41.393175623468665,1217359608,0.00045319348592684,102.60095999999999
137,275.3578186,POINT (69.25027284087822 41.39317562346866),69.25027284087822,41.393175623468665,1217359528,0.00043737907083471245,76.68042
138,275.3578186,POINT (69.25216444579428 41.39317562346866),69.25216444579428,41.393175623468665,1217359613,0.0008523804664868754,46.25988
139,271.79052734,POINT (69.25405605071033 41.39317562346866),69.25405605071033,41.393175623468665,1217359569,0.0006444673979259544,52.36482
140,282.06256104,POINT (69.25594765562639 41.39317562346866),69.25594765562639,41.393175623468665,1217359859,0.00019865538490450147,39.35712
141,282.06256104,POINT (69.25783926054244 41.39317562346866),69.25783926054244,41.393175623468665,6193751826,0.000514664099798406,76.35588000000001
142,272.23126221,POINT (69.25973086545849 41.39317562346866),69.2597308654585,41.393175623468665,6163478968,0.0006214122014887863,110.48592000000002
143,239.12997437,POINT (69.26162247037455 41.39317562346866),69.26162247037455,41.393175623468665,6163478969,0.0006019299599875528,124.54248000000003
144,239.12997437,POINT (69.2635140752906 41.39317562346866),69.2635140752906,41.393175623468665,1217362065,0.00025204720705184717,166.25028
145,128.09594727,POINT (69.26540568020665 41.39317562346866),69.26540568020665,41.393175623468665,4362295233,0.0005358085780650681,211.11398999999997
146,128.09594727,POINT (69.26729728512271 41.39317562346866),69.26729728512271,41.393175623468665,1636221762,0.0006760022464902174,172.05309
147,28.91141129,POINT (69.26918889003876 41.39317562346866),69.26918889003876,41.393175623468665,2002237471,0.0004891468593622548,135.43446
148,272.22250366,POINT (69.22568197696953 41.39128401855261),69.22568197696953,41.39128401855261,1217182996,0.0005018753058022205,234.0913757142857
149,187.15510559,POINT (69.22757358188558 41.39128401855261),69.22757358188558,41.39128401855261,367918205,0.000664765577063014,254.5789757142857
150,187.15510559,POINT (69.22946518680163 41.39128401855261),69.22946518680163,41.39128401855261,1623398551,0.0005028652343061251,272.99412
151,93.51013947,POINT (69.23135679171769 41.39128401855261),69.23135679171769,41.39128401855261,4231227049,0.0007326378048866058,341.5485
152,93.51013947,POINT (69.23324839663374 41.39128401855261),69.23324839663374,41.39128401855261,7120544896,0.0007526603367781836,302.38644
153,6.78386879,POINT (69.23514000154979 41.39128401855261),69.2351400015498,41.39128401855261,4362293810,0.0002928047240201669,287.61618
154,46.37005997,POINT (69.23703160646585 41.39128401855261),69.23703160646585,41.39128401855261,4356832240,0.0008339784798328358,275.85606
155,46.37005997,POINT (69.2389232113819 41.39128401855261),69.2389232113819,41.39128401855261,4356832241,0.0008711938759025727,254.13618
156,19.51753807,POINT (69.24081481629796 41.39128401855261),69.24081481629796,41.39128401855261,1636169425,0.0002259697041304827,209.43372
157,274.37942505,POINT (69.24270642121401 41.39128401855261),69.24270642121401,41.39128401855261,4356832244,0.0008266675880532207,217.26246
158,274.37942505,POINT (69.24459802613006 41.39128401855261),69.24459802613006,41.39128401855261,1217359433,0.0002752420063951664,144.35832
159,271.82797241,POINT (69.24648963104612 41.39128401855261),69.24648963104612,41.39128401855261,1217359413,0.00016004394093306075,115.08132
160,275.3578186,POINT (69.24838123596217 41.39128401855261),69.24838123596217,41.39128401855261,1217359416,0.0009425868706141128,102.32826000000001
161,275.3578186,POINT (69.25027284087822 41.39128401855261),69.25027284087822,41.39128401855261,1217359551,0.00022886480467889213,132.96228
162,271.79052734,POINT (69.25216444579428 41.39128401855261),69.25216444579428,41.39128401855261,1217338753,0.0007927477470935242,12.96828
163,279.62866211,POINT (69.25216444579428 41.38939241363656),69.25216444579428,41.38939241363656,1217338753,0.0011074807338274848,12.96828
164,271.79052734,POINT (69.25405605071033 41.39128401855261),69.25405605071033,41.39128401855261,1217359616,0.0005134599716165348,5.02008
165,282.06256104,POINT (69.25594765562639 41.39128401855261),69.25594765562639,41.39128401855261,1217338789,0.0010162465759913767,36.04823999999999
166,272.23126221,POINT (69.25783926054244 41.39128401855261),69.25783926054244,41.39128401855261,6193751830,0.0004204289299302619,78.75078
167,272.23126221,POINT (69.25973086545849 41.39128401855261),69.2597308654585,41.39128401855261,1217359899,0.0014204123727774073,137.32584
168,268.525177,POINT (69.25973086545849 41.38939241363656),69.2597308654585,41.38939241363656,1217359899,0.0017594673119165852,137.32584
169,239.12997437,POINT (69.26162247037455 41.39128401855261),69.26162247037455,41.39128401855261,1217359916,0.00043611877389920865,153.93822
170,128.09594727,POINT (69.2635140752906 41.39128401855261),69.2635140752906,41.39128401855261,1217359839,9.696523283322353e-05,180.94962000000004
171,128.09594727,POINT (69.26540568020665 41.39128401855261),69.26540568020665,41.39128401855261,4362294492,0.0005938382477741021,208.58664000000005
172,28.91141129,POINT (69.26729728512271 41.39128401855261),69.26729728512271,41.39128401855261,4362295228,0.00023637674879712449,256.26554999999996
173,28.91141129,POINT (69.26918889003876 41.39128401855261),69.26918889003876,41.39128401855261,4362295231,0.000548682708241596,179.99049000000002
174,122.74557495,POINT (69.22189876713742 41.38939241363656),69.22189876713742,41.38939241363656,1623398470,0.0002379491429289236,170.87976000000003
175,240.63774109,POINT (69.22379037205347 41.38939241363656),69.22379037205347,41.38939241363656,4082332466,9.843449098006962e-05,176.56056000000004
176,240.63774109,POINT (69.22568197696953 41.38939241363656),69.22568197696953,41.38939241363656,1217182991,0.0005965654086863985,204.17850000000004
177,259.34335327,POINT (69.22757358188558 41.38939241363656),69.22757358188558,41.38939241363656,1217182993,0.0010395135765948393,224.19648000000004
178,92.06162262,POINT (69.22946518680163 41.38939241363656),69.22946518680163,41.38939241363656,1623398564,0.00013926767016874246,289.81584000000004
179,92.06162262,POINT (69.23135679171769 41.38939241363656),69.23135679171769,41.38939241363656,1623398567,0.0017353979041834424,292.13388
180,121.52147675,POINT (69.23324839663374 41.38939241363656),69.23324839663374,41.38939241363656,1636169376,0.001225460664887946,306.9489
181,246.62332153,POINT (69.23324839663374 41.3875008087205),69.23324839663374,41.3875008087205,1636169376,0.0020211103937766233,306.9489
182,121.52147675,POINT (69.23514000154979 41.38939241363656),69.2351400015498,41.38939241363656,1636169374,0.0002009474061091112,293.79594
183,89.42418671,POINT (69.23703160646585 41.38939241363656),69.23703160646585,41.38939241363656,1217306979,0.0003057273520392526,255.44927999999996
184,87.51185608,POINT (69.2389232113819 41.38939241363656),69.2389232113819,41.38939241363656,4362293802,0.0005078976776396958,225.43499999999997
185,87.51185608,POINT (69.24081481629796 41.38939241363656),69.24081481629796,41.38939241363656,4362293799,0.000509095749111748,197.86151999999998
186,172.04898071,POINT (69.24270642121401 41.38939241363656),69.24270642121401,41.38939241363656,4356832238,0.0004742311106234747,168.03876
187,279.93606567,POINT (69.24459802613006 41.38939241363656),69.24459802613006,41.38939241363656,1217359453,2.839688454206533e-05,127.1082
188,279.93606567,POINT (69.24648963104612 41.38939241363656),69.24648963104612,41.38939241363656,1217359445,0.000530172321971848,92.89362
189,282.06256104,POINT (69.24838123596217 41.38939241363656),69.24838123596217,41.38939241363656,4356842631,0.0013853185716415552,56.47428000000001
190,253.13391113,POINT (69.24838123596217 41.3875008087205),69.24838123596217,41.3875008087205,4356842631,0.0010455575296782062,56.47428000000001
191,279.62866211,POINT (69.25027284087822 41.38939241363656),69.25027284087822,41.38939241363656,4356832237,0.0002508577900081293,37.90104000000001
192,279.04577637,POINT (69.25405605071033 41.38939241363656),69.25405605071033,41.38939241363656,1217338758,0.0009354537835100937,87.85728
193,279.04577637,POINT (69.25594765562639 41.38939241363656),69.25594765562639,41.38939241363656,1217338716,0.0006123153730815432,74.68218
194,282.06256104,POINT (69.25783926054244 41.38939241363656),69.25783926054244,41.38939241363656,4362316253,0.001055345790764427,100.28592
195,268.525177,POINT (69.26162247037455 41.38939241363656),69.26162247037455,41.38939241363656,1217359855,0.00028713250023905363,149.03898
196,83.69248199,POINT (69.2635140752906 41.38939241363656),69.2635140752906,41.38939241363656,1217359930,0.00018018168012084575,134.47806
197,32.57149124,POINT (69.26540568020665 41.38939241363656),69.26540568020665,41.38939241363656,4362294182,0.0003066652122564601,151.39662
198,32.57149124,POINT (69.26729728512271 41.38939241363656),69.26729728512271,41.38939241363656,1636221875,0.0007176763177366295,177.82242000000002
199,198.91503906,POINT (69.26918889003876 41.38939241363656),69.26918889003876,41.38939241363656,1636222075,0.0009086116004074289,179.73756
200,208.1660614,POINT (69.27108049495482 41.38939241363656),69.27108049495482,41.38939241363656,6259242713,0.00022606697954350127,188.3568385714286
201,208.1660614,POINT (69.27297209987087 41.38939241363656),69.27297209987087,41.38939241363656,1171691884,0.0005266775675497593,94.02009857142859
202,66.76758575,POINT (69.21622395238926 41.3875008087205),69.21622395238926,41.3875008087205,246190487,0.00028083550193872957,114.34736571428571
203,66.76758575,POINT (69.21811555730531 41.3875008087205),69.21811555730531,41.3875008087205,3421192101,0.0006586076857672188,163.1972957142857
204,224.02294922,POINT (69.22000716222136 41.3875008087205),69.22000716222136,41.3875008087205,4082377484,0.00045137704566667556,105.45192
205,224.02294922,POINT (69.22189876713742 41.3875008087205),69.22189876713742,41.3875008087205,1217182985,0.00037342107838097177,117.88236
206,281.75030518,POINT (69.22379037205347 41.3875008087205),69.22379037205347,41.3875008087205,1217182981,0.0009767786686577997,137.0178
207,282.06256104,POINT (69.22568197696953 41.3875008087205),69.22568197696953,41.3875008087205,4082377482,0.0006157714129424519,162.75384
208,282.06256104,POINT (69.22757358188558 41.3875008087205),69.22757358188558,41.3875008087205,1623398565,0.0013820048519705298,317.02356000000003
209,178.44676208,POINT (69.22946518680163 41.3875008087205),69.22946518680163,41.3875008087205,1623398565,0.00103751484491203,317.02356000000003
210,246.62332153,POINT (69.23135679171769 41.3875008087205),69.23135679171769,41.3875008087205,2050066625,0.0025639642724678163,234.04428000000001
211,282.06256104,POINT (69.22946518680163 41.38560920380445),69.22946518680163,41.38560920380445,2050066625,0.0010410262354205464,234.04428000000001
212,198.7979126,POINT (69.23135679171769 41.38560920380445),69.23135679171769,41.38560920380445,2050066625,0.001082342578839524,234.04428000000001
